Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
EK,Livestock Patterns,351,China,7213,Livestock units per agricultural land area,946,Buffaloes,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,351,China,7211,Share in total livestock,946,Buffaloes,2003,2003,% of total LSU,6.05,Fc,Calculated data
EK,Livestock Patterns,351,China,5118,Stocks,946,Buffaloes,2003,2003,Livestock units (LSU),15910413.4,A,"Aggregate, may include official, semi-official, estimated or calculated data"
EK,Livestock Patterns,351,China,7213,Livestock units per agricultural land area,1126,Camels,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,351,China,7211,Share in total livestock,1126,Camels,2003,2003,% of total LSU,0.08,Fc,Calculated data
EK,Livestock Patterns,351,China,5118,Stocks,1126,Camels,2003,2003,Livestock units (LSU),211200,A,"Aggregate, may include official, semi-official, estimated or calculated data"
EK,Livestock Patterns,351,China,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.12,Fc,Calculated data
EK,Livestock Patterns,351,China,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,23.02,Fc,Calculated data
EK,Livestock Patterns,351,China,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),60514732.85,A,"Aggregate, may include official, semi-official, estimated or calculated data"
EK,Livestock Patterns,351,China,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.08,Fc,Calculated data
EK,Livestock Patterns,351,China,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,15.14,Fc,Calculated data
EK,Livestock Patterns,351,China,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),39805460,A,"Aggregate, may include official, semi-official, estimated or calculated data"
EK,Livestock Patterns,351,China,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,351,China,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,5.65,Fc,Calculated data
EK,Livestock Patterns,351,China,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),14865342.7,A,"Aggregate, may include official, semi-official, estimated or calculated data"
EK,Livestock Patterns,351,China,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,351,China,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,2,Fc,Calculated data
EK,Livestock Patterns,351,China,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),5258709.3,A,"Aggregate, may include official, semi-official, estimated or calculated data"
EK,Livestock Patterns,351,China,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,351,China,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,0.96,Fc,Calculated data
EK,Livestock Patterns,351,China,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),2516400,A,"Aggregate, may include official, semi-official, estimated or calculated data"
EK,Livestock Patterns,351,China,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.21,Fc,Calculated data
EK,Livestock Patterns,351,China,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,40.39,Fc,Calculated data
EK,Livestock Patterns,351,China,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),106187735.25,A,"Aggregate, may include official, semi-official, estimated or calculated data"
EK,Livestock Patterns,351,China,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,351,China,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,5.1,Fc,Calculated data
EK,Livestock Patterns,351,China,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),13399721.5,A,"Aggregate, may include official, semi-official, estimated or calculated data"
EK,Livestock Patterns,96,"China, Hong Kong SAR",7213,Livestock units per agricultural land area,946,Buffaloes,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",7211,Share in total livestock,946,Buffaloes,2003,2003,% of total LSU,0.29,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",5118,Stocks,946,Buffaloes,2003,2003,Livestock units (LSU),175,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.14,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,1.6,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),975,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,1.43,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,16.42,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),10000,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,0.07,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),40,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.14,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,1.6,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),975,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,6.96,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,80.03,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),48750,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,0,Fc,Calculated data
EK,Livestock Patterns,96,"China, Hong Kong SAR",5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),1.5,Fc,Calculated data
EK,Livestock Patterns,128,"China, Macao SAR",7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,100,Fc,Calculated data
EK,Livestock Patterns,128,"China, Macao SAR",5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),7000,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,1.64,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),4249500,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7213,Livestock units per agricultural land area,946,Buffaloes,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7211,Share in total livestock,946,Buffaloes,2003,2003,% of total LSU,6.12,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",5118,Stocks,946,Buffaloes,2003,2003,Livestock units (LSU),15906800,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7213,Livestock units per agricultural land area,1126,Camels,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7211,Share in total livestock,1126,Camels,2003,2003,% of total LSU,0.08,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",5118,Stocks,1126,Camels,2003,2003,Livestock units (LSU),211200,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.12,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,23.25,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),60420100,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.07,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,14.86,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),38600000,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,5.71,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),14841200,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,2.02,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),5257200,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,0.97,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),2516400,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.2,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,40.19,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),104440500,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,5.16,Fc,Calculated data
EK,Livestock Patterns,41,"China, mainland",5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),13399700,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",7213,Livestock units per agricultural land area,946,Buffaloes,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",7211,Share in total livestock,946,Buffaloes,2003,2003,% of total LSU,0.11,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",5118,Stocks,946,Buffaloes,2003,2003,Livestock units (LSU),3438.4,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.11,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,3.11,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),93657.85,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,1.41,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,39.5,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),1188460,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,0.8,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),24102.7,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.02,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),534.3,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,2.01,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,56.45,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),1698485.25,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,0,Fc,Calculated data
EK,Livestock Patterns,214,"China, Taiwan Province of",5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),20,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,0.69,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),150000,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.41,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,80.11,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),17359482,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,6.46,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),1400000,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,0.51,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),110500,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,7.78,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),1684840.3,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,1.11,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),240000,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,2.42,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),525000,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,0.92,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),200000,Fc,Calculated data
EK,Livestock Patterns,45,Comoros,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,45,Comoros,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,3.51,Fc,Calculated data
EK,Livestock Patterns,45,Comoros,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),1500,Fc,Calculated data
EK,Livestock Patterns,45,Comoros,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.17,Fc,Calculated data
EK,Livestock Patterns,45,Comoros,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,52.69,Fc,Calculated data
EK,Livestock Patterns,45,Comoros,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),22500,Fc,Calculated data
EK,Livestock Patterns,45,Comoros,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,45,Comoros,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,11.71,Fc,Calculated data
EK,Livestock Patterns,45,Comoros,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),5000,Fc,Calculated data
EK,Livestock Patterns,45,Comoros,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.09,Fc,Calculated data
EK,Livestock Patterns,45,Comoros,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,26.93,Fc,Calculated data
EK,Livestock Patterns,45,Comoros,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),11500,Fc,Calculated data
EK,Livestock Patterns,45,Comoros,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,45,Comoros,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,5.15,Fc,Calculated data
EK,Livestock Patterns,45,Comoros,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),2200,Fc,Calculated data
EK,Livestock Patterns,46,Congo,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,46,Congo,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,40.6,Fc,Calculated data
EK,Livestock Patterns,46,Congo,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),50000,Fc,Calculated data
EK,Livestock Patterns,46,Congo,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,46,Congo,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,18.11,Fc,Calculated data
EK,Livestock Patterns,46,Congo,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),22300,Fc,Calculated data
EK,Livestock Patterns,46,Congo,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,46,Congo,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,23.89,Fc,Calculated data
EK,Livestock Patterns,46,Congo,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),29420,Fc,Calculated data
EK,Livestock Patterns,46,Congo,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,46,Congo,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.03,Fc,Calculated data
EK,Livestock Patterns,46,Congo,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),32.5,Fc,Calculated data
EK,Livestock Patterns,46,Congo,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,46,Congo,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,9.42,Fc,Calculated data
EK,Livestock Patterns,46,Congo,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),11600,Fc,Calculated data
EK,Livestock Patterns,46,Congo,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,46,Congo,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,7.96,Fc,Calculated data
EK,Livestock Patterns,46,Congo,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),9800,Fc,Calculated data
EK,Livestock Patterns,47,Cook Islands,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,47,Cook Islands,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,1.23,Fc,Calculated data
EK,Livestock Patterns,47,Cook Islands,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),81,Fc,Calculated data
EK,Livestock Patterns,47,Cook Islands,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,47,Cook Islands,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,3.03,Fc,Calculated data
EK,Livestock Patterns,47,Cook Islands,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),200,Fc,Calculated data
EK,Livestock Patterns,47,Cook Islands,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,47,Cook Islands,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,1.82,Fc,Calculated data
EK,Livestock Patterns,47,Cook Islands,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),120,Fc,Calculated data
EK,Livestock Patterns,47,Cook Islands,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,47,Cook Islands,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,3.01,Fc,Calculated data
EK,Livestock Patterns,47,Cook Islands,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),198.85,Fc,Calculated data
EK,Livestock Patterns,47,Cook Islands,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,1.82,Fc,Calculated data
EK,Livestock Patterns,47,Cook Islands,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,90.91,Fc,Calculated data
EK,Livestock Patterns,47,Cook Islands,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),6000,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,0.34,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),3850,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.44,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,70.36,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),805140,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.11,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,17.04,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),195000,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,0.07,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),790,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,5.02,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),57500,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,0.26,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),3000,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,6.88,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),78750,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,0.02,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),270,Fc,Calculated data
EK,Livestock Patterns,107,Côte d'Ivoire,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,107,Côte d'Ivoire,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,52.47,Fc,Calculated data
EK,Livestock Patterns,107,Côte d'Ivoire,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),696393.5,Fc,Calculated data
EK,Livestock Patterns,107,Côte d'Ivoire,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,107,Côte d'Ivoire,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,23.02,Fc,Calculated data
EK,Livestock Patterns,107,Côte d'Ivoire,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),305600,Fc,Calculated data
