Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,Small states,SST,590000000,1999000000,6298000000,6775000000,7730000000,7595000000,7789000000,7855000000,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,South Asia,SAS,32000000,2975000000,34168000000,42638000000,52338000000,59897000000,68222000000,75569000000,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,South Asia (IDA & IBRD),TSA,32000000,2975000000,34168000000,42638000000,52338000000,59897000000,68222000000,75569000000,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,Sub-Saharan Africa,SSF,732000000,1361000000,2914000000,2981000000,3254000000,3891000000,7920000000,11206000000,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,Sub-Saharan Africa (excluding high income),SSA,732000000,1361000000,2914000000,2981000000,3254000000,3891000000,7920000000,11206000000,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,Sub-Saharan Africa (IDA & IBRD countries),TSS,732000000,1361000000,2914000000,2981000000,3254000000,3891000000,7920000000,11206000000,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,Upper middle income,UMC,11754000000,24609000000,1.33601E+11,1.69526E+11,2.14434E+11,2.94557E+11,3.53679E+11,4.34642E+11,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,World,WLD,1.56082E+11,2.17095E+11,7.65437E+11,9.11584E+11,1.06791E+12,1.26713E+12,1.4357E+12,1.64454E+12,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Albania,ALB,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Algeria,DZA,0,0,0,0,0,0,0,0.111921858,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Angola,AGO,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Argentina,ARG,0.210878991,0.796310876,1.772271142,1.663386207,2.029094502,2.115359726,1.968264539,1.898494036,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Armenia,ARM,0,0,0.107841627,0.040376851,0.049776008,0.051880674,0.051612903,0.051288627,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Australia,AUS,0.48610706,0.586093851,3.267748792,3.827385618,5.007008936,5.984672764,7.500886153,8.34165755,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Austria,AUT,2.284160987,2.670608277,9.740336209,10.6420221,10.77572406,12.89233153,14.49948065,16.49369364,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Azerbaijan,AZE,0,0,0.005344735,0,0,0.295452599,0.372047881,0.409105638,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Bahrain,BHR,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Bangladesh,BGD,0,0,0,0,0,0.263554217,0.26680992,0.267746691,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Belarus,BLR,0,0,0.243587907,0.298136646,0.327932725,0.406258927,0.374262271,0.501731119,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Belgium,BEL,0.411142093,0.705544078,6.588300491,9.190689105,12.3754916,13.74689645,16.67226092,20.34278484,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Benin,BEN,0,0,0.869565217,0,0,0,0,1.461988304,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Bolivia,BOL,1.384681956,1.391752577,1.755939206,1.689750693,1.605534526,0.743955363,2.295830954,2.521106942,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Bosnia and Herzegovina,BIH,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Botswana,BWA,0,0,0,0,0,0.108342362,0.043233895,0.033704078,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Brazil,BRA,1.73188344,2.248717434,6.528807841,6.570482382,7.29012855,8.225762394,9.857089889,12.11841445,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Brunei Darussalam,BRN,0,0,0,0.053691275,0.050890585,0.045433894,0.044385264,0.047619048,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Bulgaria,BGR,0,0,1.588543364,2.035063871,4.510616372,6.605679259,5.930487779,6.374379385,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Cambodia,KHM,..,0.223214286,2.3,2.169811321,1.60390516,0.787401575,0.653167864,0.932453946,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Cameroon,CMR,0,0,1.00016952,1.03023138,1.354497354,1.234119782,1.170351105,1.124593075,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Canada,CAN,0.820262177,1.400933956,3.212355264,3.298015784,3.507259079,4.409954227,5.57037556,6.267257059,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Chile,CHL,5.24167211,2.347921553,4.267465334,7.625583979,7.545411535,8.653938274,10.1305089,11.92645947,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,China,CHN,0.010945357,0.234116031,1.673852403,2.137640198,2.657514988,3.564878351,4.056659804,4.857004208,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Colombia,COL,0.753637539,1.150144928,4.133010232,3.343988198,3.221149219,3.032048144,3.132176121,3.277453381,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,"Congo, Dem. Rep.",COD,0,0,0,0,0.223331582,0.217970453,0.101809955,0.111831805,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,"Congo, Rep.",COG,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Costa Rica,CRI,0,16.99667582,17.53104456,18.65337673,20.74896796,21.37762579,24.04815504,24.38956715,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Cote d'Ivoire,CIV,0,0,1.156747695,1.049352353,0.940706956,0.888888889,0.844798455,1.205372518,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Croatia,HRV,0.121386008,0.008878629,1.162476345,2.276769833,4.012083451,4.682010468,6.921702888,9.957287774,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Cuba,CUB,9.64456869,6.279936136,2.684370869,2.668918919,3.109398741,3.68861024,3.480326345,3.711553628,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Cyprus,CYP,0,0,1.371664788,3.611280179,5.448378206,7.622377622,7.287356322,8.780057357,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Czech Republic,CZE,0,0.721427494,3.648959115,6.090393657,6.847624211,7.644637708,8.535066278,9.231867919,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Denmark,DNK,3.067508275,15.37181372,31.9283619,40.2055125,48.27204326,45.92291972,55.85384042,65.44374201,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Dominican Republic,DOM,0.676041103,0.24414435,0.145956346,0.34754546,1.527826188,3.84468976,4.370965916,5.266294631,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Ecuador,ECU,0,0,1.225075606,1.36779595,1.304328796,1.534757749,2.036450405,2.102206736,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,"Egypt, Arab Rep.",EGY,0,0.175319606,1.160794572,1.109868747,0.909322837,0.936626004,0.966976412,0.878132951,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,El Salvador,SLV,18.8908927,23.27509624,30.21390374,29.87012987,30.62369729,31.90369898,32.09063153,35.23125731,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Eritrea,ERI,..,0.476190476,0.643086817,0.59347181,0.557103064,0.540540541,0.515463918,0.492610837,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Estonia,EST,0,0.152707624,7.844800987,8.911812611,11.99130943,8.994350282,10.94327495,14.15954689,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Ethiopia,ETH,0,0.298685783,0.361445783,0.583964646,2.528977871,4.09101356,5.244351025,7.272204657,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Finland,FIN,9.481950089,12.45998628,13.97352307,15.95896654,16.61814205,17.95051714,18.90621788,20.0533551,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,France,FRA,0.458534177,0.567842088,2.743649043,3.524241743,4.342709801,4.576583185,5.193969496,6.196516733,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Gabon,GAB,0.306748466,0.532319392,0.465116279,0.440960314,0.554528651,0.52480916,0.600600601,0.564440263,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Georgia,GEO,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Germany,DEU,0.304391491,2.401308375,13.38306338,17.47317317,19.51250405,20.43905869,22.98074728,26.27108728,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Ghana,GHA,0,0,0,0,0,0.023308212,0.030857055,0.026107388,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Gibraltar,GIB,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Greece,GRC,0.005751258,0.844174076,5.337563408,6.983032515,9.458458804,14.01232622,15.29706215,16.88858014,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Guatemala,GTM,13.03751144,10.01984127,20.56673788,18.95218386,19.51763706,20.25201613,23.39235788,25.34816422,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Haiti,HTI,2.847571189,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Honduras,HND,0,0.027382256,2.360926664,9.996079969,13.29457364,12.83131038,11.45807415,16.17401004,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,"Hong Kong SAR, China",HKG,0,0,0.242269518,0.204561727,0.234270415,0.242606875,0.26560425,0.278727321,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Hungary,HUN,0.059783373,0.184706317,7.578068556,6.901912879,7.024686011,8.50003301,9.659090909,9.811482434,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Iceland,ISL,6.651884701,17.217595,26.17386717,27.31973738,29.682603,28.9688673,28.95216024,26.67163147,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,India,IND,0.0109315,0.520284787,3.478093068,3.954730228,4.643608605,4.960653326,5.173682559,5.361011248,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Indonesia,IDN,3.44384241,5.223680686,5.570969927,5.221980514,4.838274259,4.436163318,4.821481859,4.778531865,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,"Iran, Islamic Rep.",IRN,0,0.030485544,0.074261995,0.099561762,0.090452894,0.15127613,0.14748242,0.084095598,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Iraq,IRQ,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Ireland,IRL,0,1.432011152,11.10519591,17.36121337,16.41059651,19.66373412,22.01255425,25.09341969,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Israel,ISR,0,0,0.237237801,0.455771712,0.715838928,0.88548971,1.493101804,1.852832186,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Italy,ITA,1.538374924,2.474614823,8.651718863,12.35331684,16.93519633,20.57525121,22.34103755,22.50587792,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Jamaica,JAM,3.986981286,3.103239479,4.166666667,5.245075584,7.132094425,6.937139995,6.498545102,7.132459971,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Japan,JPN,1.296419604,1.28233642,3.320603054,3.719216339,4.050227515,4.834342395,6.300469635,7.75568791,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Jordan,JOR,0.027487631,0.040677966,0.081207282,0.075100703,0.054229935,0.052134623,0.043907794,0.688966025,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Kazakhstan,KAZ,0,0,0,0,0.003232167,0.005820383,0.013324704,0.168125634,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Kenya,KEN,16.29057187,13.90414378,22.72112524,22.3726628,22.13787192,24.84227129,45.73341975,48.27479018,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,"Korea, Dem. People’s Rep.",PRK,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,"Korea, Rep.",KOR,0.000949028,0.035005511,0.504108971,0.553981998,0.588395943,0.835485256,1.062715025,1.503934628,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Kosovo,XKX,..,0,0.019349845,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Kuwait,KWT,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Kyrgyz Republic,KGZ,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Latvia,LVA,0,0.096711799,1.735325185,3.117820807,6.518566564,10.01771622,15.75568955,16.55521417,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Lebanon,LBN,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Libya,LBY,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Lithuania,LTU,0,0,7.428914698,14.88459727,16.7807463,23.84907451,29.98921251,31.21183654,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Luxembourg,LUX,2.083333333,11.61137441,4.922600619,6.943396226,7.580703663,13.57490535,15.27559055,24.94365139,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Malaysia,MYS,0,0,0.80618018,0.817636821,0.644436341,0.925925926,0.629284799,0.682107339,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Malta,MLT,0,0,0.04730369,0.458926113,1.133391456,1.554864505,3.340757238,7.674597084,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Mauritius,MUS,20.25641026,24.24071991,20.5652659,18.16184548,18.05505899,17.31301939,17.19441607,18.65198532,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Mexico,MEX,4.425183663,3.694663912,3.126984761,2.916257915,3.410496439,3.881597977,4.643511025,5.49016835,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Moldova,MDA,0,0,0,0,0,0.066800267,0.280321435,0.311935643,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Mongolia,MNG,0,0,0,0,0,1.693227092,3.162202381,3.083620533,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Montenegro,MNE,..,..,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Morocco,MAR,0,0.497551116,2.783879689,2.767335839,2.663252241,5.341942,6.693105128,8.192731992,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Mozambique,MOZ,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Myanmar,MMR,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Namibia,NAM,..,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Nepal,NPL,0,0,0,0,0,0,0.184356071,0.199828718,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Netherlands,NLD,1.001834149,3.157389742,9.299907772,10.76226495,12.01378536,11.86305732,11.21274826,12.35759062,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
